Número,Texto,Bloco,Resposta Correta,Arquivo Prova
56,"Recém-nascido com 21 dias de vida, nascido de parto normal, é levado ao pronto-socorro por apresentar, há 3 dias, tosse seca, e há 12 horas desconforto respiratório. A mãe refere que, com 14 dias de vida, iniciou quadro de hiperemia de conjuntiva e secreção ocular bilateral. Nega febre. Ao exame encontra-se corado, acianótico, reativo e FR = 70ipm. A radiografia de tórax apresenta infiltrado intersticial bilateral. O hemograma apresenta 10.000 leucócitos com eosinofilia. Qual o diagnóstico provável e a opção terapêutica?  (A) Pneumonia e conjuntivite por Stafilococcus aureus; tratamento com antibiótico do grupo dos glicopeptídios. (B) Pneumonia e conjuntivite por Mycoplasma pneumoniae; tratamento com antibiótico do grupo dos macrolídeos. (C) Bronquiolite e conjuntivite por vírus sincicial respiratório; tratamento com antibiótico do grupo dos macrolídeos. (D) Pneumonia e conjuntivite por Chlamydia trachomatis; tratamento com antibiótico do grupo dos macrolídeos.",PEDIATRIA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
57,"Menina, 6 anos e 8 meses, procura a Unidade Básica de Saúde acompanhada pela mãe, que relata aumento do volume articular e hiperemia em joelho direito há 2 anos, dificultando a deambulação. Após 3 meses, a paciente passou a apresentar os mesmo sinais e sintomas também em joelho esquerdo, dificultando a marcha matinal, com melhora ao longo do dia. Na sequência, a doença progrediu e evoluiu para punho direito, com piora progressiva e exacerbação intermitente. A ressonância magnética de punho direito mostrou derrame articular em quantidade moderada, com sinais de sinovite e proliferação sinovial; ressonância magnética de joelho direito mostrou sinovite e cisto poplíteo de Baker. A paciente apresentou, ainda, fator antinuclear com núcleo e placa metafásica cromossômica reagente 1/640, fator reumatoide negativo e velocidade de hemossedimentação (VHS) 45mm/h (normal até 25). Qual a complicação mais esperada diante da apresentação clínica e laboratorial do diagnóstico desta paciente?  (A) Uveíte anterior aguda (B) Uveíte anterior crônica (C) Síndrome de ativação macrofágica (D) Síndrome inflamatória sistêmica aguda grave - MISC",PEDIATRIA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
58,"Recém-nascido a termo, sexo masculino, baixo peso ao nascer, pré-natal sem intercorrências. Apresentou icterícia com 40 horas de vida. Recebeu alta e foi encaminhada à puericultura. Em aleitamento materno exclusivo, evoluiu com ganho ponderal de 20g/dia, mantendo-se levemente ictérico. Exame do pezinho sem alterações. Ao completar 1 mês de idade, apresentava-se em regular estado geral, ictérico moderado e com baixo ganho ponderal. A mãe referia fezes pastosas claras e urina escura. Ao exame físico, fígado palpável a 3,5cm do rebordo costal direito. Quais resultados de exames e possíveis alterações esperadas?  (A) Hiperbilirrubinemia direta, bilirrubinemia indireta discretamente elevada. (B) Hiperbilirrubinemia às custas de aumento da bilirrubinemia indireta. (C) Transaminases sem alterações e fosfatase alcalina normal. (D) Gama GT diminuída e bilirrubinemia direta normal ou aumentada.",PEDIATRIA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
59,"Recém-nascido (RN) de parto normal, masculino, 40 semanas de idade gestacional, pesando 3530g e estatura de 51cm, Apgar 9/9, pré-natal sem intercorrências. Tipagem sanguínea materna O negativo, tipagem sanguínea do RN, B positivo, Coombs indireto e direto negativos. Eluato anti-B negativo. Apresentou icterícia Zona 4 de Kramer com 48 horas de vida. Colocado em fototerapia e dosado: BI = 15,5mg/dL, BD = 1mg/dL. Assinale a alternativa correta quanto ao tempo de aparecimento da icterícia e seu diagnóstico mais provável:  (A) Icterícia tardia, devido a isoimunização ABO. (B) Icterícia precoce, devido a deficiência de G6PD. (C) Icterícia tardia, devido a icterícia fisiológica do RN. (D) Icterícia precoce, devido a isoimunização ABO.",PEDIATRIA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
60,"Lactente de 8 meses, sexo masculino, é levado pela mãe à Unidade de Pronto Atendimento com queixa de “regurgitações frequentes desde o nascimento” em acompanhamento com pediatra da Unidade Básica de Saúde. Abandonou o seguimento, pois não viu melhora em seu filho, apesar de fazer tudo o que o médico orientou (medidas posturais e dietéticas). O único exame realizado foi uma ultrassonografia aos 3 meses de vida, que não apresentava alterações. A mãe nega engasgos, disfagia e a regurgitação ocorre mais frequentemente entre 30 e 90 minutos após a ingestão de líquidos ou alimentos. O lactente apresenta baixo ganho de peso. Aos 2 meses de vida apresentava peso de 6kg (escore Z +1) e atualmente está com peso de 7,5kg (escore Z -1). A mãe relata que a criança nasceu prematura (34 semanas), teve 3 otites médias e 6 episódios de sibilância desde o segundo mês de vida. Assinale a alternativa correta de acordo com a provável hipótese dignóstica:  (A) Estenose hipertrófica do piloro (B) Refluxo fisiológico do lactente (C) Atresia de esôfago (D) Doença do refluxo gastroesofágico ",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
61,"Paciente de 25 anos, masculino, será submetido a correção de hérnia inguinal direita por via convencional - inguinotomia. O preceptor, durante a cirurgia, solicita os fios que serão utilizados no procedimento. Visando a ligadura dos vasos superficiais do subcutâneo, do fechamento da aponeurose e o fechamento da pele, esses fios seriam, respectivamente:  (A) Algodão, PDS (polidioxanona), monocryl (poliglecaprona 25). (B) Vicryl (poliglactina 370), nylon, monocryl (poliglecaprona 25). (C) PDS (polidioxanona), monocryl (poligecaprina 25), algodão. (D) Catgut, monocryl (poliglecaprona 25), nylon.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
62,"Paciente de 18 anos, com histórico de abaulamento em região inguinal direita há 4 anos, com dor recorrente local e sensação de peso em testículo direito. Há 1 dia começou a sentir fortes dores na região inguinal, associada a febre e calor local nesta região. Relata que não teve retorno do conteúdo abaulado e notou a vermelhidão da pele no local. Frente ao caso exposto, a hipótese diagnóstica e a melhor conduta seriam:  (A) Hérnia femoral e indicar videolaparoscopia. (B) Hérnia inguinal e encaminhar para cirurgia ambulatorial. (C) Abdome agudo inflamatório e tomografia de abdome total. (D) Hérnia inguinal encarcerada e indicar cirurgia de urgência.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
63,"Paciente de 45 anos, feminina, hipertensa em uso de losartana, diabética em uso de metformina, com dislipidemia em uso de sinvastatina, obesa em programação para cirurgia bariátrica, iniciou quadro de dor abdominal há dois dias, com piora há 3 horas, mais localizada em hemiabdome direito, de forte intensidade, acompanhado de náuseas e vômitos. Refere ter feito uso de escopolamina em casa, sem melhora, procurando assim o hospital. Ao exame físico: regular estado geral, fácies álgica, corada, hidratada, eupneica, pulso 110bpm, PA: 140/90mmHg, temperatura: 38,2ºC, respiratório e cardíaco sem alterações, abdômen: globoso, doloroso difusamente à palpação profunda, mais localizado no hipocôndrio direito, sinal de Murphy positivo, ruídos hidroaéreos presentes. Com o quadro clínico exposto, baseando-se em sua principal hipótese diagnóstica, qual seria a conduta?  (A) Tomografia abdominal com contraste, exames laboratoriais e na prescrição: jejum, hidratação, analgesia e sintomáticos até a melhora do quadro. (B) Exames laboratoriais, ultrassom abdominal para confirmação diagnóstica e indicação cirúrgica laparoscópica. (C) Laparotomia exploradora urgente, devido a piora clínica da paciente num curto período de tempo. (D) Colangiorressonância, colangiopancreatografia retrógrada endoscópica (CPRE) e conduta conservadora, devido à obesidade importante da paciente.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
64,"As neoplasias do esôfago, em seu terço distal, têm como principais fatores de risco:  (A) Esôfago em quebra nozes e tabagismo. (B) Tabagismo e etilismo. (C) Diabetes e hipertensão arterial sistêmica (HAS). (D) Doença do refluxo crônica, hérnia de hiato importante e obesidade.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
65,"Mulher, 30 anos, após realizar cirurgia de ureterorrenolitotripsia sob raquianestesia, apresentou quadro compatível com cefaleia pós-raqui. Assinale a alternativa correta quanto à conduta:  (A) Deve-se realizar o blood-patch imediatamente, em leito de enfermaria, pelo médico assistente. (B) Nesse caso, o blood-patch está contraindicado, pois o paciente tem mais de 20 anos de idade. (C) A conduta inicial deve ser o repouso no leito e a prescrição de solução cristaloide endovenosa para hidratação. (D) Deve-se realizar o blood-patch imediatamente, em leito de UTI, pelo médico intensivista.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
66,"Paciente masculino, 20 anos, vítima de acidente com motocicleta. A equipe de atendimento pré-hospitalar refere que ele encontrava-se sem capacete e com odor etílico. O paciente dá entrada no pronto-socorro com colar cervical e máscara de oxigênio 12L/minuto, mantendo via aérea pérvia com cânula orofaríngea. A avaliação do pescoço e do tórax não apresenta alterações aparentes e a frequência respiratória é de 28irpm. Pressão Arterial de 90/60mmHg, Frequência Cardíaca de 68bpm, pele com temperatura normal. Ao ser chamado, o paciente não abre o olho, contudo, ao estímulo doloroso, ele abre os olhos, faz uma retirada inespecífica com o membro superior direito e não emite nenhum som vocal. Estava coberto com uma manta térmica. A partir dos dados dessa história clínica, qual a melhor alternativa que contém o valor da Escala de Coma de Glasgow (ECG) e a conduta para esse paciente?  (A) ECG 9; reposição volêmica agressiva. (B) ECG 7; intubação orotraqueal. (C) ECG 5; reposição volêmica agressiva com soro Ringer Lactato. (D) ECG 9; intubação orotraqueal.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
67,"Paciente, 28 anos, vítima de acidente automobilístico, deu entrada no pronto atendimento apresentando-se consciente, levemente agitado, referindo falta de ar e dor no peito. Ao exame físico, apresentava frequência cardíaca de 100bpm, frequência respiratória de 28irpm e pressão arterial de 100/70mmHg. Os achados radiológicos do tórax encontram-se na imagem abaixo:                  De acordo com as informações acima, qual a conduta esperada?  (A) Punção torácica diagnóstica (B) Drenagem torácica aberta (C) Drenagem torácica fechada (D) Drenagem por toracocentese",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
68,"Paciente do sexo masculino, 24 anos, deu entrada na sala de emergência após colisão de carro x poste. Foi socorrido pelo resgate e transportado com colar cervical e em prancha rígida, mantendo-se consciente e orientado, porém com escoriação importante em hemitórax esquerdo. À avaliação primária do trauma, o murmúrio vesicular encontrava-se diminuído em hemitórax esquerdo e saturava 88% em ar ambiente, bastante ansioso e assustado. Foi realizada radiografia simples do tórax:                    Determine a conduta inicial.  (A) Proceder uma drenagem de tórax em selo d’água. (B) Realizar nova radiografia de tórax no leito em PA e perfil + decúbito de Laurel. (C) Instituir suporte com cateter de O2 10L/minuto e monitorização; caso não haja melhora, encaminhar à tomografia. (D) Solicitar uma tomografia de tórax, abdome e pelve, pois estes são os exames “padrão-ouro” no politraumatizado.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
69,"Paciente do sexo masculino, 37 anos, internou pela cirurgia geral com a hipótese de abscesso anal, que foi drenado cirurgicamente e encaminhado para enfermaria, para realização de antibioticoterapia endovenosa. No primeiro dia de pós-operatório, paciente manifestou queixa de inchaço da perna direita e dor no local. Ao exame físico, aumento do volume do membro inferior direito e sinal de Godet +, com dor na panturrilha que piorava à dorsoflexão do pé. Qual a conduta recomendada para elucidação diagnóstica do caso?  (A) Pelo score de Wells para trombose venosa profunda (TVP), o paciente apresenta baixa probabilidade de TVP e por isso a observação clínica com elevação do membro já seria o suficiente. (B) O exame inicial a ser realizado seria o Dímero-D para o diagnóstico TVP, devido sua alta sensibilidade. (C) A ecografia vascular deveria ser realizada depois do exame Dímero-D, devido à alta probabilidade de TVP pelo score de Wells. (D) Com suspeita de trombose venosa profunda (TVP), requer um exame de imagem e o ultrassom é recomendado como a primeira modalidade.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
70,"Paciente do sexo masculino, 28 anos, levado à Unidade de Pronto Atendimento pela Unidade de Resgate em protocolo trauma, com relatos de colisão moto contra anteparo fixo a aproximadamente 60km/h. Na entrada, apresentava respiração ruidosa, com aparente conteúdo hemático em cavidade oral, ausculta pulmonar diminuída em hemitórax direito com hipertimpanismo a percussão, frequência cardíaca de 117bpm, Pressão Arterial de 96/62mmHg, com saturação periférica de 89% em máscara de oxigênio. O FAST negativo com suspeita de abertura pélvica (sínfise púbica alargada ao exame físico). Escala de Coma de Glasgow (ECG) 10 (AO 2 RV 3 RM 5) e apresentava escoriações em região frontoparietal esquerda e face. Com relação ao atendimento inicial deste paciente, qual a melhor alternativa de acordo com o protocolo de atendimento ATLS em sala de trauma?  (A) Realizar toracostomia de alívio no 5º espaço intercostal esquerdo, via aérea definitiva por rebaixamento do nível de consciência, infusão de 2 litros de cristaloides aquecidos, fechamento temporário da pelve e encaminhamento ao serviço de referência para avaliação e possível tratamento cirúrgico. (B) Realizar o fechamento temporário da pelve com transfusão de hemocomponentes, via aérea definitiva pelo rebaixamento do nível de consciência e realização de exames complementares para o diagnóstico definitivo. (C) Estabelecer via aérea definitiva, drenagem torácica à direita, restrição ao uso de cristaloides, fechamento temporário da pelve e encaminhamento ao serviço de referência para avaliação e possível tratamento cirúrgico. (D) Estabelecer via aérea definitiva, toracostomia de alívio, transfusão de hemocomponentes, fechamento temporário da pelve, caso os exames complementares indiquem a necessidade deste procedimento.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
71,"Paciente de 58 anos, com diabetes, hipertensão e dislipidemia, apresenta quadro de lesão necrótica seca em hálux esquerdo há 1 semana, após trauma no local por sapato apertado. O paciente apresenta dor de repouso e dorme com o membro pendente. Ao exame físico, apresenta, em membro inferior esquerdo, pulso femoral normal e pulsos poplíteo e distais ausentes. Qual seria a melhor conduta?  (A) Amputar o hálux antes de revascularizar, pois o paciente é diabético. (B) Arteriografia e revascularização do membro, e aguardar a lesão delimitar. (C) Apenas amputar o hálux, pois a necrose já está seca. (D) Amputação infrapatelar, pois o paciente já está com dor de repouso.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
72,"Homem de 34 anos chega ao pronto-socorro referindo dor forte de início súbito, localizada na região lombar direita com irradiação para testículo direito, que se iniciou de madrugada, despertando-o do sono. Ao exame físico de entrada, o médico notou que o paciente estava febril e apresentava forte dor à punho- percussão da região lombar direita. Pensando no possível diagnóstico de litíase ureteral infectada, quais exames devem ser solicitados?  (A) Ultrassonografia de abdômen total (para identificar o cálculo), amilase, gama-GT, hemograma, proteína C-reativa e exame de urina tipo I. (B) Ressonância magnética (para identificar o cálculo), hemograma, proteína C-reativa e exame de urina tipo I. (C) Tomografia computadorizada de abdômen e pelve (para identificar o cálculo), hemograma, proteína C-reativa e exame de urina tipo I. (D) Raio X simples de abdômen (para identificar o cálculo), amilase, gama-GT, VHS, hemograma, proteína C-reativa e exame de urina tipo I.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
73,"Mulher de 63 anos, com peso de 80kg e altura de 162cm, sem comorbidades. Refere dois episódios de sangramento vivo nas fezes de moderada quantidade, com discreta dor abdominal. Exame físico: PA 110/60mmHg, frequência cardíaca de 90bpm, descorada 2+/4+, hidratada, eupneica, afebril, abdômen globoso inocente à palpação superficial e profunda, toque retal com sangue vivo em dedo de luva. A melhor conduta e a principal hipótese diagnóstica são:  (A) Internação, solicitar exames laboratoriais e imagem, para realização de endoscopia e colonoscopia - Doença diverticular dos cólons. (B) Solicitar tomografia para diagnóstico e encaminhar para endoscopia a nível ambulatorial - Doença diverticular dos cólons. (C) Realizar retossigmoidoscopia no PS para diagnóstico e agilizar alta da paciente - Doença hemorroidária. (D) Encaminhar ao proctologista - Doença hemorroidária.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
74,"Paciente de 65 anos, que apresentou tromboembolismo pulmonar há 60 dias, agora faz uso de 20mg/dia de rivaroxabana e será submetida a artroplastia de quadril. Em relação aos cuidados perioperatórios, a paciente deve:  (A) Suspender a rivaroxabana 48 horas antes do procedimento e administrar ácido acetilsalicílico. (B) Substituir a rivaroxabana pela varfarina. (C) Manter a rivaroxabana e administrar vitamina K. (D) Suspender a rivaroxabana 48 horas antes do procedimento e retomar 12 horas depois da cirurgia.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
75,"Homem, 18 anos, procura o Pronto-Socorro referindo febre, náuseas e dor, que iniciou no epigastro e migrou para o quadrante inferior direito do abdome associado a hiporexia, sem queixas urinárias. Ao exame físico, apresenta defesa da parede abdominal e dor à descompressão brusca na fossa ilíaca direita. O hemograma apresenta 17.000 leucócitos/mm3, com 6% de bastonetes. O próximo passo é:  (A) Solicitar tomografia computadorizada do abdome e pelve. (B) Indicar apendicectomia. (C) Solicitar ultrassonografia do abdome e pelve. (D) Indicar antibioticoterapia e observação clínica.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
76,"Criança de 8 anos deu entrada no Pronto-Socorro com queixa de febre, torpor, cefaleia e vômitos há 3 dias. Ao exame neurológico, apresentava-se sonolenta, Glasgow 14, com sinais de irritação meníngea. Após coleta de líquor (200 hemácias, 1.200 leucócitos com predomínio neutrofílico) iniciou tratamento com ceftriaxona, com melhora do quadro geral em 72 horas. No quinto dia de tratamento, a paciente apresentou recidiva da cefaleia, com caráter progressivo, vários episódios de vômitos e rebaixamento do nível de consciência (Glasgow 10). Submetida a TC de crânio de urgência, foi diagnosticada com hidrocefalia comunicante. A conduta é:  (A) Troca para antibiótico de maior espectro (B) Derivação ventrículo-peritoneal (C) Derivação ventricular externa (D) Angiografia cerebral",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
77,"Paciente de 30 anos, no quinto dia de pós-operatório de uma laparotomia mediana por abdome agudo perfurativo devido a úlcera péptica perfurada, apresenta eritema e eliminação de secreção purulenta na ferida operatória, e o exame físico do abdome não identifica anormalidades. O diagnóstico clínico e a conduta inicial são:  (A) Infecção do sítio cirúrgico e abertura parcial da cicatriz, limpeza e curativos. (B) Fístula por deiscência da sutura da úlcera e nova laparotomia. (C) Eventração abdominal e enfaixamento do abdome. (D) Infecção do sítio cirúrgico e antibióticos com manutenção dos pontos de sutura da pele.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
78,"Paciente de 55 anos do sexo feminino, durante relação sexual apresentou cefaleia aguda, seguida de perda de consciência e foi levada por familiares a um pronto-socorro, onde se encontrava com Glasgow 4, anisocoria com pupila D maior que esquerda, postura em extensão à esquerda e Babinski à esquerda. A paciente foi entubada e recebeu manitol 70 gramas em bolos endovenosamente, porém não houve melhora. A tomografia mostrada abaixo e o quadro clínico evidenciam:                    (A) Hematoma apenas intraventricular (B) Hematoma intraparenquimatoso e derrame intraventricular (C) Hemorragia subaracnoidea (D) Isquemia cerebral volumosa",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
79,"Você atende uma criança de 3 anos de idade com relato de que, desde o nascimento, não foi identificado o testículo em hemibolsa direita. Sobre as morbidades relacionadas a esta patologia, podemos afirmar que:  (A) A alteração de temperatura do testículo intra-abdominal não é um dos fatores de deficiência da espermatogênese. (B) Efeitos estéticos e psicológicos negativos são muito pouco questionados. (C) Não há alteração estatística com relação à prevalência de torção do funículo espermático desta população e a população normal. (D) A degeneração maligna é muito maior nos testículos criptorquídicos quando comparado à população normal.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
80,"Uma jovem de 20 anos foi atingida por água fervente, que acometeu toda face anterior do membro superior esquerdo e hemiface do rosto à esquerda, apresentando eritema no rosto e bolhas em toda face anterior do membro superior esquerdo. O percentual de área corpórea acometido com queimadura do 2º grau é de aproximadamente:  (A) 4,5% (B) 7,5% (C) 9% (D) 18%  GINECOLOGIA E OBSTETRÍCIA",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
81,"Paciente de 34 anos, G III C II, é admitida na UBS para primeira consulta de pré-natal de baixo risco, com 10 semanas de gestação. Relata que fez último exame preventivo de colo uterino há 5 anos, com resultado normal. Está correto afirmarmos que:  (A) A coleta do colpocitológico do colo uterino durante a gestação é contraindicada. (B) O exame está dispensado por tratar-se de gestante, sendo facultativa a sua coleta. (C) Paciente deverá fazer a coleta do exame de colpocitologia oncológica do colo uterino. (D) A interpretação do exame colpocitológico fica prejudicada durante a gravidez, devendo-se proceder a mesma 3 meses após a gestação.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
82,"Maria, 32 anos, casada, nuligesta, foi à consulta de rotina com o ginecologista e o resultado do Colpocitologia Oncológica foi ASC- US (células escamosas atípicas de significado indeterminado). Diante deste resultado, assinale a alternativa correta em relação à conduta preconizada pelo Ministério da Saúde:  (A) Repetir a colpocitologia em 6 meses. (B) Repetir a colpocitologia em 12 meses. (C) Fazer a colposcopia em 18 meses. (D) Colposcopia com biópsia dirigida.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
83,"Atendimento em consultório privado, onde se apresenta mulher na menacme, com ciclos menstruais espontâneos e regulares, que mostra os resultados de exames descritos a seguir: Estradiol = 300pg/mL; Progesterona = 450ng/dL; LH = 8,0UI/L; FSH = 8,0UI/L. Referências dos Exames: ESTRADIOL - Sexo feminino: fase folicular: 39 a 375pg/mL; fase lútea: 48 a 440pg/mL; pós-menopausa: inferior ou igual a 10pg/mL. PROGESTERONA - Sexo feminino: fase folicular: até 89ng/dL; fase lútea: 183 a 2390ng/dL; menopausa: até 13ng/dL. LH - Sexo feminino: fase folicular: até 12,0UI/L; fase lútea: até 15,0UI/L; pico ovulatório: 15,0 a 100,0UI/L; menopausa: acima de 15,0UI/L. FSH - Sexo feminino: fase folicular: até 12,0UI/L; fase lútea: até 12,0UI/L; pico ovulatório: 12,0 a 25,0UI/L; menopausa: acima de 30,0UI/L. (https://www.fleury.com.br/medico/exames/valoresreferencia) A partir desses exames, podemos afirmar que essa mulher:  (A) Está menstruada. (B) Está grávida. (C) Teve ovulação. (D) Está no climatério pré-menopausal.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
84,"Adolescente de 15 anos comparece à UBS em busca de método contraceptivo hormonal. Refere que iniciou atividade sexual há 6 meses e faz uso de método de barreira (condon). Assinale a alternativa correta:  (A) A adolescente não é detentora de conhecimentos suficientes para escolher seu método contraceptivo, sendo a escolha de responsabilidade exclusiva do médico prescritor. (B) A adolescente deve ser orientada quanto a permanecer usando método de barreira como melhor opção para sua idade, pois o uso hormonal poderá interferir no amadurecimento do eixo gonadal. (C) Por considerar que a adolescente não possui adequado perfil para método de barreira, a melhor opção será o injetável, já que os dispositivos intrauterinos ou sistemas intrauterinos são contraindicados nesta idade. (D) A adolescente sexualmente ativa deve ser atendida na escolha do método contraceptivo sem a necessidade da presença de seu/sua responsável e, caso esteja de acordo, ser submetida a exame ginecológico contando apenas com presença da auxiliar de sala.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
85,"Ana, 35 anos, e Raul, 36 anos, estão casados há 5 anos, nunca usaram nenhum método contraceptivo, pois Ana foi casada antes com outro parceiro durante 8 anos, tentou ter filhos e nunca conseguiu. Raul, por sua vez, também era casado e tem um filho, que hoje está com 7 anos, fruto de relacionamento anterior. Ultimamente resolveram que pretendem tentar engravidar. Somente Ana fez alguns exames durante seu relacionamento anterior, mas há mais de 10 anos não faz nenhum exame sobre a questão reprodutiva. Assinale a alternativa correta sobre como deve ser o procedimento frente ao pedido do casal:  (A) Devem ser solicitadas avaliação seminal (espermograma), avaliação da ovulação, avaliação da cavidade uterina e permeabilidade tubária (ultrassonografia transvaginal e histerossalpingografia). (B) Por conta de Raul já ter obtido concepção espontânea com outra parceira, ele será dispensado de proceder a colheita do espermograma. (C) A suspeita de endometriose como fator etiológico de Ana poderá ser facilmente descartada pela detecção de níveis baixos de CA-125 no sangue (< 35U/mL). (D) A ultrassonografia transvaginal convencional é considerada método de excelência para avaliar a permeabilidade das tubas uterinas.",CLÍNICA CIRÚRGICA,A,prova_consorcio_sp1_teste_do_progresso_2022.pdf
86,"Paciente de 40 anos procura consulta na UBS para atendimento ginecológico, porque notou a presença de nódulo mamário à esquerda. Teve 2 filhos, menstrua regularmente com o uso de contraceptivos orais combinados, e refere que sua tia materna teve câncer de mama aos 66 anos. O médico assistente solicita uma mamografia e procede a coleta da citologia oncológica (CO). Ela retorna para checar os resultados e a CO foi negativa para atipias ou malignidades, mas a mamografia foi laudada como BI-RADS 0. O médico assistente solicita então uma ultrassonografia mamária, descrita como BI-RADS 3, que descreve a presença de nodulação hipoecogênica com contornos regulares, maior eixo paralelo ao plano muscular e aproximadamente 1,2cm no maior diâmetro. Como deve ser feito o seguimento da paciente?  (A) O achado ultrassonográfico demanda a realização de ressonância mamária, visto que a paciente é jovem e tem antecedentes familiares de câncer de mama. (B) Repetição da mamografia em 6 meses. (C) Indica-se biópsia com agulha grossa para amostragem histológica do nódulo, porque o nódulo é palpável. (D) Repetição da ultrassonografia em 6 meses.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
87,"HGM, 40 anos, nuligesta, com ciclos espontâneos e regulares, com data da última menstruação em 01/setembro. Em consulta realizada dia 28/setembro, apresenta exame físico geral sem anormalidades. Exame ginecológico: exame especular normal; toque vaginal com presença de discreto aumento em região anexial direita de consistência cística e dolorosa à palpação. Trouxe consigo exame de ultrassom transvaginal realizado no dia 18/setembro, cuja imagem evidencia cisto unilocular de conteúdo ecorrefringente de 4,18cm no ovário direito. Qual a melhor conduta neste caso?  (A) Laparoscopia para ooforoplastia por suspeita de endometriose. (B) Conduta expectante com reavaliação em 6 meses. (C) Repetir o USG logo após a próxima menstruação. (D) Punção do cisto por USG.",CLÍNICA CIRÚRGICA,C,prova_consorcio_sp1_teste_do_progresso_2022.pdf
88,"JMS, 52 anos, menopausada há 4 anos, com queixas de fogachos intensos, em vários episódios ao dia, que têm provocado incômodo pessoal. G II PN II, laqueada. Nega cirurgias ou doenças intercorrentes. Exame clínico sem alterações dignas de nota. Exames laboratoriais (hemograma, urina rotina, glicose, TSH, colesterol total e frações, triglicerídios, ureia, creatinina) sem alterações dignas de nota. Ultrassom endovaginal evidencia útero com 110 gramas, endométrio com espessura de 3mm, com imagem sugestiva de mioma intramural de 10mm no maior diâmetro. Ovários sem alterações dignas de nota. Mamografia categoria Bi-rads® 2. Está correto afirmar que:  (A) Está indicada apenas a TH com estrogênio para a melhora dos fogachos. (B) A paciente pode receber terapia hormonal do climatério (TH) combinada, com estrogênio e progestagênio. (C) A presença de mioma contraindica o uso de TH. (D) A categoria 2 no Bi-rads® contraindica o uso de estrogênio no caso em questão.",CLÍNICA CIRÚRGICA,B,prova_consorcio_sp1_teste_do_progresso_2022.pdf
89,"Paciente pós-parto recente é avaliada em consulta na UBS, apresentando queixa de ingurgitamento mamário e dor. Ao exame físico, a mama esquerda está extremamente dolorosa à palpação, com área em quadrante superior lateral com eritema e calor local. Observado o diagnóstico de mastite, está correto afirmar que deve ser utilizado:  (A) Antibiótico associado à drenagem mamária, sempre necessária na mastite puerperal. (B) Antibiótico (como a clindamicina), orientada a suspensão da amamentação durante o uso da antibioticoterapia. (C) Antibiótico com cobertura específica para germe anaeróbio. (D) Antibiótico (como a clindamicina), analgésico, e mantida a amamentação.",CLÍNICA CIRÚRGICA,D,prova_consorcio_sp1_teste_do_progresso_2022.pdf
